Tannerella forsythia,RR197066
Bacillus cereus,RR197066
Fusobacterium nucleatum,RR197066
Klebsiella pneumoniae,RR197066
Staphylococcus aureus,RR197066
Prevotella intermedia,RR197089
Prevotella melaninogenica,RR197089
Clostridium perfringens,RR197089
Clostridium botulinum,RR197089
Campylobacter jejuni,RR197089
Campylobacter coli,RR197089
Streptococcus suis,RR197089
Streptococcus agalactiae,RR197089
Streptococcus mitis,RR197089
Streptococcus equi,RR197089
Streptococcus pneumoniae,RR197089
Streptococcus anginosus,RR197089
Streptococcus equinus,RR197089
Streptococcus oralis,RR197089
Haemophilus parainfluenzae,RR197089
Haemophilus influenzae,RR197089
Clostridioides difficile,RR197089
Escherichia coli,RR197089
Enterococcus faecalis,RR197089
Enterococcus faecium,RR197089
Staphylococcus aureus,RR197089
Porphyromonas gingivalis,RR197089
Tannerella forsythia,RR197089
Erysipelothrix rhusiopathiae,RR197089
Klebsiella pneumoniae,RR197089
Finegoldia magna,RR197089
Acinetobacter baumannii,RR197089
Stenotrophomonas maltophilia,RR197089
Escherichia coli,RR197097
Streptococcus equinus,RR197097
Streptococcus pneumoniae,RR197097
Streptococcus oralis,RR197097
Streptococcus mitis,RR197097
Streptococcus suis,RR197097
Streptococcus pyogenes,RR197097
Streptococcus agalactiae,RR197097
Streptococcus gordonii,RR197097
Streptococcus sanguinis,RR197097
Streptococcus mutans,RR197097
Streptococcus equi,RR197097
Streptococcus anginosus,RR197097
Klebsiella pneumoniae,RR197097
Klebsiella aerogenes,RR197097
Klebsiella oxytoca,RR197097
Shigella sonnei,RR197097
Shigella flexneri,RR197097
Shigella dysenteriae,RR197097
Shigella boydii,RR197097
Rothia dentocariosa,RR197097
Salmonella enterica,RR197097
Haemophilus parainfluenzae,RR197097
Enterococcus faecium,RR197097
Clostridium perfringens,RR197097
Clostridium botulinum,RR197097
Citrobacter freundii,RR197097
Corynebacterium diphtheriae,RR197097
Enterobacter cloacae,RR197097
Clostridioides difficile,RR197097
Finegoldia magna,RR197097
Paraclostridium bifermentans,RR197097
Anaerococcus prevotii,RR197097
Cronobacter sakazakii,RR197097
Proteus mirabilis,RR197097
Pseudomonas aeruginosa,RR197097
Staphylococcus haemolyticus,RR197097
Prevotella melaninogenica,RR197107
Prevotella intermedia,RR197107
Clostridium perfringens,RR197107
Clostridium botulinum,RR197107
Streptococcus suis,RR197107
Streptococcus pneumoniae,RR197107
Streptococcus pyogenes,RR197107
Clostridioides difficile,RR197107
Fusobacterium nucleatum,RR197107
Escherichia coli,RR197107
Enterococcus faecium,RR197107
Enterococcus faecalis,RR197107
Campylobacter jejuni,RR197107
Salmonella enterica,RR197107
Klebsiella pneumoniae,RR197107
Prevotella intermedia,RR197111
Prevotella melaninogenica,RR197111
Clostridium botulinum,RR197111
Clostridium perfringens,RR197111
Clostridioides difficile,RR197111
Campylobacter coli,RR197111
Campylobacter fetus,RR197111
Streptococcus suis,RR197111
Streptococcus pneumoniae,RR197111
Streptococcus mitis,RR197111
Streptococcus agalactiae,RR197111
Streptococcus pyogenes,RR197111
Streptococcus oralis,RR197111
Streptococcus equi,RR197111
Streptococcus anginosus,RR197111
Streptococcus equinus,RR197111
Enterococcus faecium,RR197111
Enterococcus faecalis,RR197111
Fusobacterium nucleatum,RR197111
Bacillus cereus,RR197111
Haemophilus parainfluenzae,RR197111
Paraclostridium bifermentans,RR197111
Erysipelothrix rhusiopathiae,RR197111
Finegoldia magna,RR197111
Staphylococcus aureus,RR197111
Pseudomonas aeruginosa,RR197111
Escherichia coli,RR197111
Enterobacter cloacae,RR197145
Escherichia coli,RR197145
Streptococcus equinus,RR197145
Streptococcus pneumoniae,RR197145
Candida albicans,RR197145
Salmonella enterica,RR197145
Klebsiella pneumoniae,RR197145
Klebsiella aerogenes,RR197145
Klebsiella oxytoca,RR197145
Citrobacter freundii,RR197145
Shigella sonnei,RR197145
Shigella dysenteriae,RR197145
Shigella flexneri,RR197145
Shigella boydii,RR197145
Cronobacter sakazakii,RR197145
Serratia marcescens,RR197145
