abc-3tc-dtg,Prevotella intermedia
abc-3tc-dtg,Campylobacter jejuni
abc-3tc-dtg,Campylobacter coli
abc-3tc-dtg,Clostridium perfringens
abc-3tc-dtg,Clostridium botulinum
abc-3tc-dtg,Clostridium septicum
abc-3tc-dtg,Blastocystis hominis
abc-3tc-dtg,Clostridioides difficile
abc-3tc-dtg,Streptococcus suis
abc-3tc-dtg,Streptococcus agalactiae
abc-3tc-dtg,Streptococcus mitis
abc-3tc-dtg,Streptococcus sanguinis
abc-3tc-dtg,Streptococcus oralis
abc-3tc-dtg,Streptococcus equi
abc-3tc-dtg,Enterococcus faecium
abc-3tc-dtg,Enterococcus faecalis
abc-3tc-dtg,Haemophilus parainfluenzae
abc-3tc-dtg,Klebsiella pneumoniae
abc-3tc-dtg,Klebsiella oxytoca
abc-3tc-dtg,Klebsiella aerogenes
abc-3tc-dtg,Paraclostridium bifermentans
abc-3tc-dtg,Porphyromonas gingivalis
abc-3tc-dtg,Fusobacterium nucleatum
abc-3tc-dtg,Bacillus cereus
abc-3tc-dtg,Erysipelothrix rhusiopathiae
abc-3tc-dtg,Escherichia coli
abc-3tc-dtg,Staphylococcus aureus
abc-3tc-dtg,Salmonella enterica
abc-3tc-dtg,Prevotella intermedia
abc-3tc-dtg,Prevotella melaninogenica
abc-3tc-dtg,Streptococcus mutans
abc-3tc-dtg,Streptococcus equinus
abc-3tc-dtg,Streptococcus anginosus
abc-3tc-dtg,Streptococcus pneumoniae
abc-3tc-dtg,Streptococcus oralis
abc-3tc-dtg,Streptococcus suis
abc-3tc-dtg,Streptococcus gordonii
abc-3tc-dtg,Streptococcus agalactiae
abc-3tc-dtg,Streptococcus mitis
abc-3tc-dtg,Streptococcus sobrinus
abc-3tc-dtg,Streptococcus dysgalactiae
abc-3tc-dtg,Streptococcus pyogenes
abc-3tc-dtg,Escherichia coli
abc-3tc-dtg,Klebsiella pneumoniae
abc-3tc-dtg,Clostridioides difficile
abc-3tc-dtg,Clostridium perfringens
abc-3tc-dtg,Salmonella enterica
abc-3tc-dtg,Bacillus cereus
abc-3tc-dtg,Enterobacter cloacae
abc-3tc-dtg,Shigella sonnei
abc-3tc-dtg,Shigella dysenteriae
abc-3tc-dtg,Shigella boydii
abc-3tc-dtg,Shigella flexneri
abc-3tc-dtg,Enterococcus faecium
abc-3tc-dtg,Enterococcus faecalis
abc-3tc-dtg,Citrobacter freundii
abc-3tc-dtg,Porphyromonas gingivalis
abc-3tc-dtg,Haemophilus parainfluenzae
abc-3tc-dtg,Staphylococcus aureus
abc-3tc-dtg,Prevotella intermedia
abc-3tc-dtg,Clostridium perfringens
abc-3tc-dtg,Clostridium botulinum
abc-3tc-dtg,Escherichia coli
abc-3tc-dtg,Streptococcus suis
abc-3tc-dtg,Streptococcus equinus
abc-3tc-dtg,Streptococcus pneumoniae
abc-3tc-dtg,Streptococcus mitis
abc-3tc-dtg,Streptococcus gordonii
abc-3tc-dtg,Streptococcus oralis
abc-3tc-dtg,Streptococcus sanguinis
abc-3tc-dtg,Streptococcus agalactiae
abc-3tc-dtg,Streptococcus anginosus
abc-3tc-dtg,Streptococcus equi
abc-3tc-dtg,Clostridioides difficile
abc-3tc-dtg,Haemophilus parainfluenzae
abc-3tc-dtg,Klebsiella pneumoniae
abc-3tc-dtg,Enterococcus faecium
abc-3tc-dtg,Enterococcus faecalis
abc-3tc-dtg,Paraclostridium bifermentans
abc-3tc-dtg,Enterobacter cloacae
abc-3tc-dtg,Salmonella enterica
abc-3tc-dtg,Shigella flexneri
abc-3tc-dtg,Shigella boydii
abc-3tc-dtg,Shigella dysenteriae
abc-3tc-dtg,Citrobacter freundii
abc-3tc-dtg,Campylobacter coli
abc-3tc-dtg,Parvimonas micra
abc-3tc-dtg,Staphylococcus aureus
abc-3tc-dtg,Escherichia coli
abc-3tc-dtg,Streptococcus equinus
abc-3tc-dtg,Streptococcus suis
